transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
SEDE ELI'EZER,"Sde Eliezer, Israel",33.04647,35.56525,שדה אליעזר,861,שדה אליעזר,2,21,211,55,NA,1,823,0.8,0.8,NA,1952,310,6,2530877233,155,253,1220,Sede Eli'ezer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=861
SEDE ELIYYAHU,"Sde Eliyahu, Israel",32.441882,35.513803,שדה אליהו,304,שדה אליהו,2,23,231,7,NA,1,672,0.7,0.7,NA,1939,330,3,2485470519,-193,202,1430,Sede Eliyyahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=304
SEDE ILAN,"Sde Ilan, Israel",32.75051,35.422429,שדה אילן,721,שדה אילן,2,22,222,3,NA,1,563,0.6,0.6,NA,1949,310,2,2399773940,196,206,1240,Sede Ilan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=721
SEDE MOSHE,NA,NA,NA,שדה משה,18,שדה משה,6,61,612,50,NA,1,749,0.7,0.7,NA,1956,310,1,1812461328,140,634,3820,Sede Moshe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=18
SEDE NAHUM,"Sde Nahum, Israel",32.525068,35.480855,שדה נחום,259,שדה נחום,2,23,231,7,NA,1,626,0.6,0.6,NA,1937,330,15,2454171477,-82,202,1430,Sede Nahum,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=259
SEDE NIZZAN,"Sde Nitzan, Israel",31.230035,34.418363,שדה ניצן,1058,שדה ניצן,6,62,622,38,NA,1,319,0.3,0.3,NA,1973,310,1,1446557122,135,651,3430,Sede Nizzan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1058
SEDE TERUMOT,"Sdei Trumot, Israel",32.440898,35.484204,שדי תרומות,2057,שדי תרומות,2,23,231,7,NA,1,447,0.4,0.4,NA,1951,310,2,2459370515,-133,202,1430,Sede Terumot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2057
SEDE YIZHAQ,"Sde Yitzhak, Israel",32.404959,34.992168,שדה יצחק,2008,שדה יצחק,3,32,324,14,NA,1,665,0.7,0.6,NA,1952,310,1,1995970125,31,351,1450,Sede Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2008
SEDE YO'AV,"Sde Yoav, Israel",31.645723,34.676849,שדה יואב,293,שדה יואב,6,61,611,35,NA,1,450,0.5,0.4,NA,1956,330,15,1694461708,98,632,3820,Sede Yo'av,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=293
SEDE ZEVI,"Harimon St 40, Sde Tzvi, Israel",31.45071399999999,34.708765,שדה צבי,2049,שדה צבי,6,62,621,42,NA,1,612,0.6,0.6,NA,1953,310,10,1726759530,202,651,3482,Sede Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2049
SEDOT MIKHA,"Sdot Micha, Israel",31.721354,34.920683,שדות מיכה,27,שדות מיכה,1,11,112,26,NA,1,397,0.4,0.4,NA,1955,310,1,1925462543,219,151,7004,Sedot Mikha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=27
SEGULLA,"Sgula, Israel",31.66954599999999,34.778426,סגולה,2046,סגולה,6,61,611,35,NA,1,703,0.7,0.7,NA,1953,310,1,1792361979,99,632,3820,Segulla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2046
SENIR,Snir,33.240338,35.677015,שניר,1132,שניר,2,21,211,1,NA,1,543,0.5,0.5,NA,1967,330,15,2635679411,308,253,1210,Senir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1132
SHA'AL,Sha'al,33.11653,35.718816,שעל,4009,שעל,2,29,292,71,NA,1,249,0.2,0.2,NA,1976,310,9,2674078025,783,219,1270,Sha'al,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4009
SHA'AR HAAMAQIM,"Sha'ar HaAmakim, Israel",32.722621,35.110601,שער העמקים,237,שער העמקים,3,31,311,12,222,1,712,0.7,0.7,NA,1935,330,15,2108373649,59,301,1160,Sha'ar HaAmaqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=237
SHA'AR HAGOLAN,"Sha'ar HaGolan, Israel",32.686919,35.604656,שער הגולן,264,שער הגולן,2,22,221,6,NA,1,544,0.5,0.5,NA,1937,330,15,2569073256,-195,214,1240,Sha'ar HaGolan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=264
SHA'AR MENASHE,"Sha'ar Menashe, Israel",32.509997,35.00519999999999,שער מנשה,921,שער מנשה,3,32,324,14,NA,1,588,0.5,0.5,NA,1949,340,NA,2016170594,38,351,1180,Sha'ar Menashe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=921
SHADMOT DEVORA,"Shadmot Dvora, Israel",32.696245,35.43641,שדמות דבורה,306,שדמות דבורה,2,22,222,3,NA,1,680,0.7,0.7,NA,1939,310,1,2411773355,145,206,1240,Shadmot Devora,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=306
SHADMOT MEHOLA,Shadmot Mehola,32.347731,35.530587,שדמות מחולה,3578,שדמות מחולה,7,75,NA,75,NA,1,608,0.6,0.6,NA,1979,320,2,2506969451,-195,712,4164,Shadmot Mehola,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3578
SHAFIR,"Shafir, Israel",31.697557,34.728181,שפיר,692,שפיר,6,61,611,34,NA,1,883,0.9,0.9,NA,1949,310,2,1743562283,58,631,3830,Shafir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=692
SHAHAR,"Shahar, Israel",31.618235,34.723746,שחר,7,שחר,6,61,612,50,NA,1,857,0.9,0.8,NA,1955,310,1,1739861424,100,634,3820,Shahar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7
SHAHARUT,"Shaharut, Israel",29.904093,34.999173,שחרות,1266,שחרות,6,62,627,53,NA,1,134,0.1,0.1,NA,1985,370,13,1996242397,537,608,3460,Shaharut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1266
SHALWA,Israel,30.833285,34.736576,שלווה,873,שלווה,6,61,612,34,NA,1,430,0.4,0.4,NA,1952,310,2,1779360802,164,631,3820,Shalwa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=873
SHAMERAT,"Shomrat, Israel",32.95148,35.094955,שמרת,432,שמרת,2,24,246,4,241,1,484,0.5,0.5,NA,1948,330,15,2091776180,17,201,1330,Shamerat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=432
SHAMIR,"Shamir, Israel",33.166754,35.659949,שמיר,366,שמיר,2,21,211,1,NA,1,895,0.9,0.8,NA,1944,330,15,2619778571,191,253,1210,Shamir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=366
SHANI,Livne,31.355797,35.070097,שני,1287,שני,6,62,623,NA,NA,1,502,0.5,0.4,NA,1989,370,11,2066558490,693,699,3481,Shani,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1287
SHAQED,Shaked,32.473745,35.168448,שקד,3649,שקד,7,71,NA,72,NA,1,864,0.9,0.8,NA,1981,370,9,2160970887,405,710,4164,Shaqed,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3649
SHARONA,"Sharona, Israel",32.726482,35.467726,שרונה,292,שרונה,2,22,222,3,NA,1,575,0.6,0.6,NA,1938,310,1,2440173687,253,206,1240,Sharona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=292
SHARSHERET,"Sharsheret, Israel",31.404819,34.604397,שרשרת,398,שרשרת,6,62,621,39,NA,1,300,0.3,0.3,NA,1951,310,2,1622559044,142,651,3482,Sharsheret,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=398
SHAVE SHOMERON,Shavei Shomron,32.26372,35.183444,שבי שומרון,3571,שבי שומרון,7,72,NA,72,NA,1,897,0.9,0.9,NA,1977,370,11,2175868554,337,710,4164,Shave Shomeron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3571
SHE'AR YASHUV,"She'ar Yashuv, Israel",33.2263493,35.6468357,שאר ישוב,324,שאר ישוב,2,21,211,55,NA,1,671,0.7,0.6,NA,1940,310,6,2606879240,129,253,1210,She'ar Yashuv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=324
SHEDEMA,"Shdema, Israel",31.833778,34.74009,שדמה,555,שדמה,4,44,441,32,143,1,622,0.6,0.6,NA,1954,310,10,1756163778,48,456,5230,Shedema,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=555
SHEFER,"Shefer, Israel",32.944553,35.437848,שפר,846,שפר,2,21,212,2,NA,1,380,0.4,0.4,NA,1950,310,1,2411276098,591,209,1230,Shefer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=846
SHEKHANYA,"Shekhanya, Israel",32.849186,35.246701,שכניה,1160,שכניה,2,24,241,56,241,1,776,0.8,0.8,NA,1980,370,10,2234375043,444,205,1360,Shekhanya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1160
SHELUHOT,"Shluhot, Israel",32.472608,35.480488,שלוחות,439,שלוחות,2,23,231,7,NA,1,477,0.5,0.5,NA,1948,330,3,2454370851,-116,202,1430,Sheluhot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=439
SHEQEF,"Shekef, Israel",31.51489,34.937318,שקף,1233,שקף,6,61,612,50,NA,1,409,0.4,0.4,NA,1982,310,9,1939560256,418,634,3820,Sheqef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1233
SHETULA,"Shtula, Israel",33.085919,35.315627,שתולה,1045,שתולה,2,24,244,52,NA,1,274,0.3,0.3,NA,1969,310,1,2297077667,652,255,1350,Shetula,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1045
SHEZOR,"Shezor, Israel",32.933936,35.354523,שזור,527,שזור,2,24,242,2,NA,1,321,0.3,0.3,NA,1953,310,1,2333275981,280,209,1310,Shezor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=527
SHIBBOLIM,"Shibolim, Israel",31.396398,34.608144,שיבולים,865,שיבולים,6,62,621,39,NA,1,327,0.3,0.3,NA,1952,310,2,1626858946,128,651,3482,Shibbolim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=865
SHILAT,Shilat,31.921173,35.014572,שילת,1165,שילת,4,43,431,25,142,1,689,0.7,0.7,NA,1977,310,6,2020064728,265,424,5290,Shilat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1165
SHIM'A,Shim'a,31.387342,35.012699,שמעה,3784,שמעה,7,77,NA,78,NA,1,592,0.6,0.6,NA,1985,370,11,2012058846,612,715,4352,Shim'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3784
SHLOMIT,"Shlomit, Israel",31.2064862,34.284526,שלומית,1364,שלומית,6,62,622,38,NA,1,251,0.3,0.3,NA,2011,370,11,1336556434,97,651,3430,Shlomit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1364
SHO'EVA,"Sho'eva, Israel",31.799369,35.079003,שואבה,741,שואבה,1,11,111,26,444,1,603,0.6,0.6,NA,1950,310,10,2074863395,618,151,7004,Sho'eva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=741
SHOMERA,"Shomera, Israel",33.08247,35.28196200000001,שומרה,614,שומרה,2,24,244,52,NA,1,346,0.3,0.3,NA,1949,310,1,2268577644,548,255,1350,Shomera,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=614
SHOMERIYYA,"Shomria, Israel",31.432154,34.88409499999999,שומרייה,1265,שומרייה,6,61,612,41,341,1,704,0.7,0.7,NA,1984,330,15,1889659340,380,625,3481,Shomeriyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1265
SHOQEDA,"Shokeda, Israel",31.422098,34.524383,שוקדה,415,שוקדה,6,62,621,39,NA,1,448,0.4,0.4,NA,1957,310,2,1548259242,76,651,3482,Shoqeda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=415
SHORASHIM,"Shorashim, Israel",32.892651,35.25856,שורשים,1235,שורשים,2,24,242,56,241,1,504,0.5,0.5,NA,1985,320,1,2245475533,134,205,1360,Shorashim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1235
SHOSHANNAT HAAMAQIM,"Shoshanat HaAmakim, Israel",32.354794,34.856814,שושנת העמקים,224,שושנת העמקים,4,41,411,16,141,1,509,0.5,0.5,NA,1951,350,NA,1867569563,19,409,5110,Shoshannat HaAmaqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=224
SHOVAL,"Shoval, Israel",31.413734,34.745814,שובל,394,שובל,6,62,621,41,341,1,665,0.7,0.6,NA,1946,330,15,1756759141,207,625,3485,Shoval,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=394
SHUVA,"Shuva, Israel",31.44995,34.545496,שובה,761,שובה,6,62,621,39,NA,1,622,0.6,0.6,NA,1950,310,2,1566859574,107,651,3482,Shuva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=761
SUFA,"Sufa, Israel",31.238309,34.341987,סופה,1238,סופה,6,62,622,38,NA,1,206,0.2,0.2,NA,1975,330,15,1373057206,85,651,3430,Sufa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1238
TA'OZ,"Ta'oz, Israel",31.801288,34.971972,תעוז,752,תעוז,1,11,112,26,444,1,619,0.6,0.6,NA,1950,310,2,1976963427,221,151,7004,Ta'oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=752
TALME BILU,"Talmei Bilu, Israel",31.438055,34.644823,"תלמי ביל""ו",2050,"תלמי ביל""ו",6,62,621,42,NA,1,466,0.5,0.5,NA,1953,310,7,1663259413,171,651,3482,Talme Bilu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2050
TALME EL'AZAR,"Talmei Elazar, Israel",32.447228,34.974991,תלמי אלעזר,2003,תלמי אלעזר,3,32,324,14,NA,1,810,0.8,0.8,NA,1952,310,10,1981270578,27,351,1180,Talme El'azar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2003
TALME ELIYYAHU,"Talmei Eliyahu, Israel",31.229611,34.429114,תלמי אליהו,1051,תלמי אליהו,6,62,622,38,NA,1,303,0.3,0.3,NA,1970,310,1,1455757108,136,651,3430,Talme Eliyyahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1051
TALME YAFE,"Talmei Yaffe, Israel",31.616857,34.612482,תלמי יפה,744,תלמי יפה,6,61,614,36,NA,1,823,0.8,0.8,NA,1950,320,6,1633861413,73,633,3840,Talme Yafe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=744
TALME YEHI'EL,"Talmei Yehi'el, Israel",31.753621,34.764308,תלמי יחיאל,727,תלמי יחיאל,6,61,611,33,143,1,997,1,1,NA,1949,310,1,1776162904,52,616,3830,Talme Yehi'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=727
TALME YOSEF,"Talmei Yosef, Israel",31.199958,34.363751,תלמי יוסף,1237,תלמי יוסף,6,62,622,38,NA,1,308,0.3,0.3,NA,1982,310,10,1391756805,113,651,3430,Talme Yosef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1237
TARABIN AS-SANI,"Tirabin al-Sana, Israel",31.345481,34.739126,תרבין א-צאנע (יישוב)*,1346,תרבין א-צאנע (יישוב)*,6,62,623,69,341,2,485,NA,NA,0.5,NA,450,NA,1752658369,229,624,3485,Tarabin As-Sani,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1346
TARUM,"Tarum, Israel",31.783306,34.980238,תרום,778,תרום,1,11,112,26,444,1,820,0.8,0.8,NA,1950,310,2,1983663227,287,151,7004,Tarum,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=778
TE'ASHUR,"Ta'ashur, Israel",31.371709,34.643547,תאשור,2062,תאשור,6,62,621,41,344,1,424,0.4,0.4,NA,1953,310,1,1660658680,141,625,3430,Te'ashur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2062
TEFAHOT,"Tefahot, Israel",32.868562,35.422204,טפחות,1214,טפחות,2,22,222,2,NA,1,450,0.5,0.5,NA,1980,310,2,2398375265,83,209,1240,Tefahot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1214
TEL QAZIR,Tel Kazir,32.706396,35.61786,תל קציר,719,תל קציר,2,22,221,6,NA,1,363,0.4,0.4,NA,1949,330,15,2582073457,-138,214,1240,Tel Qazir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=719
TEL TE'OMIM,"Tel Te'omim, Israel",32.442537,35.496409,תל תאומים,1283,תל תאומים,2,23,231,7,NA,1,530,0.5,0.5,NA,1987,370,2,2468170544,-140,202,1430,Tel Te'omim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1283
TEL YOSEF,"Tel Yosef, Israel",32.556704,35.398914,תל יוסף,84,תל יוסף,2,23,232,8,NA,1,550,0.6,0.5,NA,1921,330,15,2377871801,-10,204,1420,Tel Yosef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=84
TELALIM,"Tlalim, Israel",30.991511,34.771261,טללים,1177,טללים,6,62,626,48,NA,1,455,0.5,0.4,NA,1980,330,15,1779654464,361,620,3450,Telalim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1177
TELAMIM,"Tlamim, Israel",31.563416,34.67199799999999,תלמים,814,תלמים,6,61,612,50,NA,1,878,0.9,0.9,NA,1950,310,1,1689060812,95,634,3820,Telamim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=814
TELEM,"Telem, Har Hebron",31.563051,35.03124,תלם,3719,תלם,7,77,NA,78,NA,1,362,0.4,0.4,NA,1982,320,9,2029860803,693,715,4352,Telem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3719
TENE,Tene,31.376132,34.957383,טנא,3743,טנא,7,77,NA,78,NA,1,768,0.8,0.8,NA,1983,370,11,1958558696,554,715,4352,Tene,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3743
TENUVOT,"Tnuvot, Israel",32.305863,34.962586,תנובות,2002,תנובות,4,41,411,18,141,1,833,0.8,0.8,NA,1952,310,1,1966869020,39,412,5120,Tenuvot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2002
TEQUMA,"Tkuma, Israel",31.448536,34.578085,תקומה,665,תקומה,6,62,621,39,NA,1,666,0.7,0.7,NA,1949,310,2,1600359560,130,651,3482,Tequma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=665
TIDHAR,"Tidhar, Israel",31.37885799999999,34.630364,תדהר,2061,תדהר,6,62,621,41,344,1,582,0.6,0.6,NA,1953,310,1,1647358760,115,625,3430,Tidhar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2061
TIMMORIM,"Timorim, Israel",31.716336,34.761356,תימורים,163,תימורים,6,61,611,33,143,1,786,0.8,0.8,NA,1954,320,6,1771962485,77,616,3830,Timmorim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=163
TIRAT ZEVI,"Tirat Zvi, Israel",32.422486,35.52832,טירת צבי,268,טירת צבי,2,23,231,7,NA,1,792,0.8,0.8,NA,1937,330,3,2499770303,-219,202,1430,Tirat Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=268
TIROSH,"Tirosh, Israel",31.750347,34.885915,תירוש,10,תירוש,1,11,112,26,NA,1,517,0.5,0.5,NA,1955,310,2,1892862872,149,151,7004,Tirosh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=10
TOMER,"Tomer St, Tene",31.3769587,34.9573229,תומר,3558,תומר,7,75,NA,75,NA,1,262,0.3,0.3,NA,1978,310,1,2419065821,-243,712,4164,Tomer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3558
TUVAL,"Tuval, Israel",32.928495,35.245675,תובל,1172,תובל,2,24,243,56,NA,1,305,0.3,0.3,NA,1980,330,15,2232875940,528,205,1310,Tuval,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1172
URIM,"Urim, Israel",31.304094,34.524868,אורים,403,אורים,6,62,622,38,NA,1,470,0.5,0.4,NA,1946,330,15,1545457936,94,651,3430,Urim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=403
USHA,"Usha, Israel",32.796458,35.114584,אושה,278,אושה,3,31,311,12,222,1,495,0.5,0.5,NA,1937,330,15,2110474459,31,301,1160,Usha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=278
UZA,"Uza, Israel",31.593042,34.764524,עוזה,826,עוזה,6,61,612,34,NA,1,433,0.4,0.4,NA,1950,310,2,1776861129,140,631,3820,Uza,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=826
WARDON,"Vardon, Israel",31.663823,34.781766,ורדון,1133,ורדון,6,61,611,35,NA,1,286,0.3,0.3,NA,1968,350,NA,1793961911,100,632,3820,Wardon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1133
WERED YERIHO,", ורד יריחו , ירושלים, Jerusalem, Israel",31.768318,35.213711000000004,ורד יריחו,3639,ורד יריחו,7,75,NA,74,NA,1,252,0.3,0.2,NA,1980,310,10,2411363714,-166,713,4355,Wered Yeriho,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3639
YA'AD,"Ya'ad, Israel",32.881225,35.24064,יעד,1138,יעד,2,24,241,56,241,1,706,0.7,0.7,NA,1975,310,1,2230775377,263,205,1360,Ya'ad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1138
YA'ARA,"Ya'ara, Israel",33.068013,35.18608,יערה,795,יערה,2,24,244,52,NA,1,728,0.6,0.6,NA,1950,310,1,2177877469,163,255,1350,Ya'ara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=795
YAD HANNA,"Yad Hana, Israel",32.325311,35.006692,יד חנה,758,יד חנה,4,41,412,16,141,1,862,0.9,0.8,NA,1950,330,15,2007869249,53,409,5150,Yad Hanna,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=758
YAD HASHEMONA,"Yad HaShmona, Israel",31.80955,35.089617,יד השמונה,1134,יד השמונה,1,11,111,26,444,1,246,0.2,0.1,NA,1978,320,10,2085863523,684,151,6129,Yad HaShemona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1134
YAD MORDEKHAY,"Yad Mordechai, Israel",31.586963,34.5575,יד מרדכי,358,יד מרדכי,6,61,614,36,NA,1,734,0.7,0.7,NA,1943,330,15,1581461092,42,633,3840,Yad Mordekhay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=358
YAD NATAN,"Yad Natan, Israel",31.652961,34.704874,יד נתן,775,יד נתן,6,61,612,50,NA,1,617,0.6,0.6,NA,1953,310,6,1721361789,75,634,3820,Yad Natan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=775
YAFIT,"Ben Gurion Blvd 20, Herzliya, 4678508, Israel",32.1623791,34.8424839,יפית,3566,יפית,7,75,NA,75,NA,1,139,0.1,0.1,NA,1980,310,1,2450066342,-238,712,4164,Yafit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3566
YAGEL,"Yagel, Israel",31.987792,34.880262,יגל,798,יגל,4,43,432,40,133,1,916,0.9,0.9,NA,1950,310,1,1886965510,40,425,5280,Yagel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=798
YAHEL,"Yahel, Israel",30.084234,35.128393,יהל,1158,יהל,6,62,625,53,NA,1,192,0.2,0.2,NA,1976,330,15,2122044376,181,608,3460,Yahel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1158
YAKHINI,"Yakhini, Israel",31.482205,34.598634,יכיני,811,יכיני,6,61,614,37,NA,1,683,0.7,0.7,NA,1950,310,1,1619959912,129,651,3840,Yakhini,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=811
YANUV,"Yanuv, Israel",32.307431,34.951384,ינוב,753,ינוב,4,41,411,18,141,1,922,0.9,0.9,NA,1950,310,1,1954569033,46,412,5120,Yanuv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=753
YAQUM,"Yakum, Israel",32.249196,34.84190299999999,יקום,417,יקום,4,41,411,19,141,1,719,0.7,0.7,NA,1947,330,15,1852968397,15,401,5120,Yaqum,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=417
YARDENA,"Yardena, Israel",32.565357,35.565978,ירדנה,2026,ירדנה,2,23,231,7,NA,1,350,0.4,0.3,NA,1952,310,1,2532871906,-236,202,1430,Yardena,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2026
YARHIV,"Yarhiv, Israel",32.151536,34.967992,ירחיב,718,ירחיב,4,42,421,20,142,1,961,1,1,NA,1949,310,1,1971367328,58,417,5150,Yarhiv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=718
YARQONA,"Yarkona, Israel",32.144524,34.897882,ירקונה,183,ירקונה,4,42,421,20,142,1,373,0.4,0.4,NA,1932,310,1,1904967246,29,417,5140,Yarqona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=183
YAS'UR,"Yas'ur, Israel",32.901145,35.166641,יסעור,575,יסעור,2,24,246,4,241,1,790,0.8,0.8,NA,1949,330,15,2158575622,22,201,1330,Yas'ur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=575
YASHRESH,NA,NA,NA,ישרש,828,ישרש,4,43,432,30,143,1,957,1,1,NA,1950,310,1,1857364696,80,426,5220,Yashresh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=828
YATED,"Yated, Israel",31.207042,34.326126,יתד,1227,יתד,6,62,622,38,NA,1,369,0.4,0.4,NA,1981,310,1,1359656860,84,651,3430,Yated,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1227
YAZIZ,"Yatzitz, Israel",31.863226,34.861903,יציץ,759,יציץ,4,43,432,30,143,1,780,0.8,0.8,NA,1950,310,1,1868964118,72,426,5230,Yaziz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=759
YE'AF,"Ye'af, Israel",32.268254,34.967425,יעף,1044,יעף,4,41,411,18,141,1,314,0.3,0.3,NA,1968,350,NA,1970268605,56,412,5120,Ye'af,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1044
YEDIDA,"Yedida, Israel",31.812281,35.104639,ידידה,1144,ידידה,1,11,111,26,444,1,215,0.2,0.2,NA,1964,340,NA,2100963562,728,151,6129,Yedida,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1144
YEHI'AM,"Yehiam, Israel",32.996109,35.22109100000001,יחיעם,409,יחיעם,2,24,243,4,NA,1,642,0.6,0.6,NA,1946,330,15,2209876686,365,201,1350,Yehi'am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=409
